File = D:\moldex3D\Ray_project_0802\Report\XYPlot\保壓-壓力12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 12 : Pp:70 MPa_Pt:0.7 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.324537,0.0656236,1.49311,0.0146899,1.1528,0.305402,0.893835,0.0349811,1.69391,0.129163,1.69391,0.14545,1.69391,0.10715,1.49311,0.00102843,1.3342,0.017222,1.3342,0.049207,1.3342,0.020016,1.23294,0.876047,1.23294,1.05125,1.23294,0.847361,1.1528,0.240744,1.08655,0.630766,1.08655,0.715194,1.08655,0.609553,1.02168,0.0143452,1.02168,0.00733339,1.04041,0.322123,0.893835,0.00225099,0.794709,0,0.764649,0.000611802,0.794709,0,0.731212,0.130994,0.340995,0.426747,0.0162608,1.8381
0.340995,0.426984,1.50887,0.0664154,1.16879,1.83784,0.912613,0.282595,1.72336,0.324932,1.72336,0.308679,1.72336,0.318131,1.50887,0.025418,1.35084,0.161535,1.35084,0.23436,1.35084,0.146161,1.24963,2.43903,1.24963,2.55449,1.24963,2.40812,1.16879,1.83246,1.10491,2.51817,1.10491,2.57397,1.10491,2.50155,1.04041,0.336854,1.04041,0.394939,1.05741,0.68847,0.912613,0.281742,0.814276,0.323753,0.780468,0.334121,0.814276,0.32466,0.746072,0.441641,0.357505,0.771331,0.0332608,7.24433
0.357505,0.777699,1.5243,0.196917,1.18479,3.53068,0.926764,0.545664,1.73051,22.7623,1.73051,22.9053,1.73051,22.779,1.5243,0.19928,1.3669,0.286193,1.3669,0.364242,1.3669,0.269842,1.26748,3.11584,1.26748,3.18267,1.26748,3.09513,1.18479,3.52466,1.12084,4.29983,1.12084,4.35088,1.12084,4.28278,1.05741,0.716002,1.05741,0.841699,1.07106,2.32551,0.926764,0.545368,0.828381,0.671259,0.794709,0.562562,0.828381,0.67013,0.764649,0.816339,0.373996,1.11026,0.0488787,10.1721
0.373996,1.11725,1.54733,0.380908,1.2008,5.45166,0.940965,0.812141,1.73872,34.2075,1.73872,34.221,1.73872,34.2003,1.54733,0.383478,1.38273,0.410498,1.38273,0.490604,1.38273,0.391272,1.28096,3.47085,1.28096,3.5362,1.28096,3.45038,1.2008,5.44508,1.1368,6.27785,1.1368,6.32318,1.1368,6.26196,1.07106,2.3488,1.07106,2.39755,1.08655,4.04912,0.940965,0.811857,0.847066,1.08179,0.814276,0.900547,0.847066,1.07386,0.780468,1.1094,0.390515,1.45238,0.0651422,11.0508
0.390515,1.45941,1.5626,0.499634,1.21684,7.59286,0.959894,1.18925,1.74817,44.9635,1.74817,44.984,1.74817,44.9471,1.5626,0.502263,1.39842,0.540399,1.39842,0.623995,1.39842,0.51674,1.29793,3.97387,1.29793,4.04483,1.29793,3.94814,1.21684,7.58578,1.1528,8.47209,1.1528,8.51203,1.1528,8.45589,1.08655,4.06748,1.08655,4.09117,1.10491,6.21532,0.959894,1.189,0.861093,1.38461,0.828381,1.17104,0.861093,1.37269,0.794709,1.34757,0.406964,1.79566,0.0818945,11.9235
0.406964,1.80244,1.57851,0.612689,1.23294,9.9481,0.974131,1.48057,1.75904,53.9347,1.75904,53.9536,1.75904,53.9223,1.57851,0.615295,1.41391,0.669661,1.41391,0.758006,1.41391,0.642747,1.31797,4.56943,1.31797,4.66988,1.31797,4.53699,1.23294,9.94064,1.16879,10.8576,1.16879,10.8928,1.16879,10.8384,1.10491,6.23023,1.10491,6.24566,1.12084,8.27817,0.974131,1.48033,0.879865,1.79443,0.847066,1.53768,0.879865,1.78621,0.814276,1.73718,0.423394,2.13938,0.0976782,12.6662
0.423394,2.14596,1.59474,0.741738,1.24963,12.4981,0.993129,1.8859,1.77154,59.9942,1.77154,60.0108,1.77154,59.983,1.59474,0.744413,1.4293,0.795046,1.4293,0.889071,1.4293,0.765786,1.3342,5.01296,1.3342,5.11766,1.3342,4.98054,1.24963,12.4904,1.18479,13.4023,1.18479,13.4327,1.18479,13.3817,1.12084,8.29305,1.12084,8.30537,1.1368,10.5247,0.993129,1.88571,0.893835,2.10677,0.861093,1.82496,0.893835,2.09601,0.828381,2.03974,0.439864,2.46398,0.114228,13.2534
0.439864,2.47019,1.6108,0.883685,1.26748,14.2724,1.00741,2.20176,1.78591,63.4727,1.78591,63.4858,1.78591,63.4645,1.6108,0.886414,1.44466,0.90196,1.44466,1.00304,1.44466,0.872219,1.35084,5.41641,1.35084,5.53148,1.35084,5.38864,1.26748,14.2644,1.2008,16.0943,1.2008,16.1203,1.2008,16.0731,1.1368,10.5389,1.1368,10.5486,1.1528,12.9637,1.00741,2.20159,0.912613,2.5293,0.879865,2.22712,0.912613,2.51737,0.847066,2.43924,0.454222,2.76757,0.130939,13.7012
0.454222,2.77347,1.62634,1.04018,1.28096,15.357,1.02168,2.52684,1.80243,65.1095,1.80243,65.1199,1.80243,65.1038,1.62634,1.04296,1.46079,1.00451,1.46079,1.1092,1.46079,0.973356,1.3669,5.75209,1.3669,5.87857,1.3669,5.72172,1.28096,15.3488,1.21684,18.9245,1.21684,18.9455,1.21684,18.9025,1.1528,12.9775,1.1528,12.9839,1.16879,15.5589,1.02168,2.52668,0.926764,2.86144,0.893835,2.53729,0.926764,2.84875,0.861093,2.74796,0.470879,3.06535,0.147891,14.0646
0.470879,3.07097,1.69391,1.6691,1.29793,16.7965,1.04041,2.97455,1.82144,65.6586,1.82144,65.6678,1.82144,65.6547,1.69391,1.67209,1.47712,1.16658,1.47712,1.28143,1.47712,1.13202,1.38273,6.05031,1.38273,6.18919,1.38273,6.01699,1.29793,16.788,1.23294,21.8973,1.23294,21.9121,1.23294,21.8752,1.16879,15.573,1.16879,15.5753,1.18479,18.2839,1.04041,2.9744,0.940965,3.19945,0.912613,2.95932,0.940965,3.18617,0.879865,3.17626,0.487266,3.2068,0.164849,14.2787
