File = C:\Users\user\Desktop\0802保壓壓力\保壓-壓力8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 8 : Pp:60 MPa_Pt:1.5 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.324335,0.0631757,1.49353,0.0128514,1.15275,0.289508,0.893747,0.0350205,1.69393,0.119101,1.69393,0.136378,1.69393,0.0980542,1.49353,0,1.33428,0.0163881,1.33428,0.049481,1.33428,0.0221383,1.23294,0.876463,1.23294,1.04775,1.23294,0.845744,1.15275,0.224301,1.08644,0.620369,1.08644,0.716626,1.08644,0.598937,1.02161,0.0128273,1.02161,0.00773662,1.04035,0.321983,0.893747,0.00377542,0.794556,0,0.76455,0.000498882,0.794556,0,0.731232,0.131738,0.34077,0.42267,0.0162609,1.83816
0.34077,0.421616,1.5098,0.0664034,1.16876,1.83803,0.912492,0.281862,1.72376,0.301146,1.72376,0.290367,1.72376,0.292553,1.5098,0.0241277,1.35092,0.160641,1.35092,0.23497,1.35092,0.147875,1.2497,2.44441,1.2497,2.55731,1.2497,2.41212,1.16876,1.83271,1.10486,2.50917,1.10486,2.56865,1.10486,2.49165,1.04035,0.335598,1.04035,0.394017,1.05736,0.684409,0.912492,0.280741,0.814117,0.321391,0.78038,0.332316,0.814117,0.322828,0.746068,0.440751,0.357284,0.764461,0.0332614,7.24482
0.357284,0.770662,1.52538,0.202871,1.18476,3.52743,0.926656,0.542769,1.73091,21.3928,1.73091,21.5439,1.73091,21.4111,1.52538,0.205095,1.36699,0.285342,1.36699,0.364156,1.36699,0.271074,1.26764,3.11815,1.26764,3.18635,1.26764,3.09852,1.18476,3.52149,1.12078,4.29202,1.12078,4.34534,1.12078,4.27457,1.05736,0.709943,1.05736,0.832389,1.07095,2.31522,0.926656,0.54248,0.82816,0.671389,0.794556,0.562415,0.82816,0.665415,0.76455,0.813909,0.373783,1.10343,0.0488798,10.1727
0.373783,1.11038,1.54076,0.329652,1.20077,5.44783,0.940838,0.808974,1.73912,33.6528,1.73912,33.6893,1.73912,33.6441,1.54076,0.332263,1.38281,0.414015,1.38281,0.495094,1.38281,0.396945,1.28111,3.47557,1.28111,3.5418,1.28111,3.45595,1.20077,5.44133,1.13676,6.27085,1.13676,6.31781,1.13676,6.25519,1.07095,2.34073,1.07095,2.38947,1.08644,4.0425,0.940838,0.808691,0.846861,1.07887,0.814117,0.898454,0.846861,1.06972,0.78038,1.10769,0.390289,1.44665,0.0651433,11.0516
0.390289,1.45361,1.56377,0.512506,1.21684,7.59239,0.959781,1.18715,1.74857,44.1483,1.74857,44.1578,1.74857,44.1303,1.56377,0.515131,1.39842,0.541188,1.39842,0.62516,1.39842,0.51865,1.298,3.97716,1.298,4.04987,1.298,3.95359,1.21684,7.58539,1.15275,8.46436,1.15275,8.50542,1.15275,8.44802,1.08644,4.0597,1.08644,4.08498,1.10486,6.20718,0.959781,1.18692,0.860921,1.37921,0.82816,1.16966,0.860921,1.36853,0.794556,1.34778,0.406737,1.79353,0.0818958,11.9246
0.406737,1.80029,1.57907,0.638432,1.23294,9.94537,0.974032,1.4778,1.75944,52.6481,1.75944,52.6558,1.75944,52.6341,1.57907,0.641051,1.41388,0.670134,1.41388,0.758402,1.41388,0.64387,1.31806,4.57507,1.31806,4.67929,1.31806,4.54803,1.23294,9.93799,1.16876,10.8538,1.16876,10.89,1.16876,10.8345,1.10486,6.22222,1.10486,6.23856,1.12078,8.27063,0.974032,1.47757,0.879703,1.79166,0.846861,1.53429,0.879703,1.78164,0.814117,1.73532,0.423157,2.13508,0.0976685,12.6681
0.423157,2.14162,1.59492,0.752332,1.2497,12.5074,0.993043,1.88319,1.77194,58.0857,1.77194,58.097,1.77194,58.0743,1.59492,0.754988,1.42928,0.795455,1.42928,0.889457,1.42928,0.767011,1.33428,5.01515,1.33428,5.12115,1.33428,4.98545,1.2497,12.4998,1.18476,13.3982,1.18476,13.4293,1.18476,13.3775,1.12078,8.2854,1.12078,8.29838,1.13676,10.5189,0.993043,1.883,0.893747,2.10263,0.860921,1.82009,0.893747,2.09122,0.82816,2.03853,0.439565,2.45869,0.114199,13.2557
0.439565,2.46486,1.61063,0.898155,1.26764,14.2854,1.00733,2.19989,1.78631,60.9657,1.78631,60.9775,1.78631,60.9575,1.61063,0.900865,1.44465,0.899013,1.44465,0.999876,1.44465,0.869838,1.35092,5.41857,1.35092,5.53368,1.35092,5.39136,1.26764,14.2774,1.20077,16.0906,1.20077,16.1172,1.20077,16.069,1.13676,10.5326,1.13676,10.543,1.15275,12.9567,1.00733,2.19972,0.912492,2.52783,0.879703,2.22359,0.912492,2.51505,0.846861,2.43562,0.456046,2.80457,0.129789,13.6768
0.456046,2.81044,1.62655,1.02318,1.28111,15.373,1.02161,2.52479,1.80283,62.1664,1.80283,62.1763,1.80283,62.161,1.62655,1.02594,1.4609,1.00203,1.4609,1.10655,1.4609,0.971635,1.36699,5.7538,1.36699,5.88058,1.36699,5.72419,1.28111,15.3648,1.21684,18.9251,1.21684,18.9467,1.21684,18.9028,1.15275,12.9701,1.15275,12.977,1.16876,15.5555,1.02161,2.52463,0.926656,2.85826,0.893747,2.53228,0.926656,2.84463,0.860921,2.74319,0.470681,3.06333,0.145998,14.0437
0.470681,3.06894,1.69393,1.64834,1.298,16.8068,1.04035,2.97308,1.82184,62.4365,1.82184,62.4455,1.82184,62.433,1.69393,1.6513,1.47726,1.13926,1.47726,1.2503,1.47726,1.10668,1.38281,6.05647,1.38281,6.19615,1.38281,6.0244,1.298,16.7983,1.23294,21.8967,1.23294,21.9122,1.23294,21.8747,1.16876,15.5692,1.16876,15.572,1.18476,18.2801,1.04035,2.97294,0.940838,3.19671,0.912492,2.95722,0.940838,3.18265,0.879703,3.17282,0.487011,3.20573,0.16547,14.3028
0.487011,3.21112,1.72376,1.63203,1.31806,18.3224,1.05736,3.44519,1.84369,62.2494,1.84369,62.2579,1.84369,62.2478,1.72376,1.6346,1.49353,1.27591,1.49353,1.39408,1.49353,1.24093,1.39842,6.32801,1.39842,6.4806,1.39842,6.2926,1.31806,18.3137,1.2497,25.0773,1.2497,25.0844,1.2497,25.0559,1.18476,18.2937,1.18476,18.292,1.20077,21.1282,1.05736,3.44501,0.959781,3.66341,0.926656,3.28932,0.959781,3.64782,0.893747,3.49888,0.504849,3.60408,0.179524,14.4241
0.504849,3.60909,1.73091,19.1332,1.33428,19.3806,1.07095,5.07204,1.86883,61.7751,1.86883,61.7834,1.86883,61.7746,1.73091,19.1237,1.5098,1.43829,1.5098,1.56881,1.5098,1.39889,1.41388,6.57681,1.41388,6.74196,1.41388,6.53809,1.33428,19.3718,1.26764,27.6287,1.26764,27.6268,1.26764,27.6095,1.20077,21.1416,1.20077,21.1351,1.21684,24.0969,1.07095,5.07183,0.974032,4.02244,0.940838,3.63073,0.974032,4.00642,0.912492,3.94446,0.519631,3.82599,0.196804,14.584
0.519631,3.83078,1.73912,33.4951,1.35092,20.3142,1.08644,6.82098,1.89773,61.0744,1.89773,61.0831,1.89773,61.0746,1.73912,33.4882,1.52538,1.58811,1.52538,1.72855,1.52538,1.54554,1.42928,6.79985,1.42928,6.97796,1.42928,6.75856,1.35092,20.3053,1.28111,29.151,1.28111,29.1413,1.28111,29.1335,1.21684,24.1098,1.21684,24.0981,1.23294,27.1872,1.08644,6.82078,0.993043,4.5168,0.959781,4.10211,0.993043,4.50009,0.926656,4.2913,0.53563,4.12179,0.213414,14.7916
0.53563,4.12628,1.74857,44.3732,1.36699,21.0848,1.10486,9.0487,1.93097,60.1813,1.93097,60.1907,1.93097,60.1814,1.74857,44.3666,1.54076,1.74028,1.54076,1.89154,1.54076,1.69454,1.44465,6.98259,1.44465,7.17236,1.44465,6.93986,1.36699,21.0759,1.298,31.1122,1.298,31.0878,1.298,31.0975,1.23294,27.1993,1.23294,27.182,1.2497,30.4938,1.10486,9.04851,1.00733,4.89858,0.974032,4.46553,1.00733,4.8816,0.940838,4.64705,0.551457,4.44245,0.228742,15.2362
0.551457,4.44668,1.75944,52.8581,1.38281,21.7401,1.12078,11.1928,1.9692,59.1311,1.9692,59.1409,1.9692,59.1313,1.75944,52.8527,1.56377,1.95829,1.56377,2.12477,1.56377,1.90868,1.4609,7.14883,1.4609,7.34965,1.4609,7.10492,1.38281,21.7311,1.31806,33.1571,1.31806,33.1158,1.31806,33.1452,1.2497,30.5049,1.2497,30.4812,1.26764,33.2521,1.12078,11.1926,1.02161,5.28778,0.993043,4.96611,1.02161,5.27059,0.959781,5.13571,0.569429,4.79974,0.243429,15.8336
0.569429,4.80376,1.77194,58.3358,1.39842,22.2982,1.13676,13.5264,2.01316,57.9443,2.01316,57.9542,2.01316,57.9444,1.77194,58.3324,1.57907,2.10842,1.57907,2.28562,1.57907,2.05668,1.47726,7.33528,1.47726,7.54849,1.47726,7.28928,1.39842,22.2891,1.33428,34.5226,1.33428,34.4669,1.33428,34.5131,1.26764,33.2619,1.26764,33.2329,1.28111,34.8749,1.13676,13.5262,1.04035,5.81727,1.00733,5.35291,1.04035,5.79991,0.974032,5.51162,0.585421,5.1293,0.260092,16.3491
0.585421,5.1332,1.78631,61.1649,1.41388,22.7767,1.15275,16.0493,2.06371,56.6102,2.06371,56.6196,2.06371,56.6103,1.78631,61.1623,1.59492,2.23528,1.59492,2.419,1.59492,2.18243,1.49353,7.51137,1.49353,7.73655,1.49353,7.46304,1.41388,22.7677,1.35092,35.6816,1.35092,35.6079,1.35092,35.676,1.28111,34.8835,1.28111,34.85,1.298,36.9538,1.15275,16.0492,1.05736,6.34687,1.02161,5.74724,1.05736,6.32883,0.993043,6.02767,0.601445,5.47197,0.276707,16.7188
0.601445,5.47577,1.80283,62.3172,1.42928,23.1854,1.16876,18.7274,2.11932,55.1803,2.11932,55.1894,2.11932,55.1804,1.80283,62.315,1.61063,2.40272,1.61063,2.59994,1.61063,2.34698,1.5098,7.70523,1.5098,7.94481,1.5098,7.65318,1.42928,23.1763,1.36699,36.6344,1.36699,36.5426,1.36699,36.6325,1.298,36.9604,1.298,36.9186,1.31806,39.1333,1.16876,18.7272,1.07095,7.97122,1.04035,6.28346,1.07095,7.95267,1.00733,6.42541,0.617435,5.80941,0.293274,16.9926
0.617435,5.81312,1.82184,62.5517,1.44465,23.5253,1.18476,21.5264,2.18049,53.6611,2.18049,53.6699,2.18049,53.6612,1.82184,62.5496,1.62655,2.54147,1.62655,2.7463,1.62655,2.48453,1.52538,7.87959,1.52538,8.13211,1.52538,7.82448,1.44465,23.5162,1.38281,37.4288,1.38281,37.3178,1.38281,37.4308,1.31806,39.1378,1.31806,39.0865,1.33428,40.5676,1.18476,21.5263,1.08644,9.74135,1.05736,6.81815,1.08644,9.7238,1.02161,6.83016,0.634381,6.11076,0.309873,17.2348
0.634381,6.11445,1.84369,62.3136,1.4609,23.8155,1.20077,24.4456,2.24778,52.061,2.24778,52.0697,2.24778,52.0612,1.84369,62.3111,1.69393,3.23197,1.69393,3.49075,1.69393,3.16511,1.54076,8.05114,1.54076,8.31681,1.54076,7.99291,1.4609,23.8064,1.39842,38.0977,1.39842,37.9671,1.39842,38.1035,1.33428,40.5704,1.33428,40.5104,1.35092,41.7803,1.20077,24.4456,1.10486,12.0106,1.07095,8.43915,1.10486,11.9939,1.04035,7.37898,0.648748,6.25362,0.324335,17.4609
0.648748,6.25734,1.86883,61.8024,1.47726,24.0799,1.21684,27.4817,2.3218,50.3909,2.3218,50.3994,2.3218,50.3911,1.86883,61.7994,1.72376,3.06916,1.72376,3.32121,1.72376,3.00813,1.56377,8.29058,1.56377,8.57481,1.56377,8.22836,1.47726,24.0707,1.41388,38.6627,1.41388,38.5116,1.41388,38.6725,1.35092,41.7805,1.35092,41.7103,1.36699,42.7792,1.21684,27.4817,1.12078,14.2118,1.08644,10.21,1.12078,14.1954,1.05736,7.92097,0.667103,6.48846,0.34077,17.7633
0.667103,6.49221,1.89773,61.0879,1.49353,24.3135,1.23294,30.6385,2.40321,48.6634,2.40321,48.6716,2.40321,48.6635,1.89773,61.0849,1.73091,18.4927,1.73091,18.6158,1.73091,18.4762,1.57907,8.44989,1.57907,8.74656,1.57907,8.38523,1.49353,24.3043,1.42928,39.1412,1.42928,38.9687,1.42928,39.1551,1.36699,42.7771,1.36699,42.6968,1.38281,43.6107,1.23294,30.6385,1.13676,16.6077,1.10486,12.4823,1.13676,16.5916,1.07095,9.52565,0.682743,6.68451,0.357284,18.1199
