File = D:\moldex3D\Ray_project_0802\Report\XYPlot\保壓-壓力18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 18 : Pp:80 MPa_Pt:0.3 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.324617,0.065602,1.49444,0.0121752,1.15298,0.340443,0.893909,0.0350729,1.69391,0.119072,1.69391,0.13458,1.69391,0.0972856,1.49444,0,1.33426,0.0190296,1.33426,0.0297587,1.33426,0.022682,1.23317,0.90724,1.23317,1.05919,1.23317,0.869819,1.15298,0.281201,1.08662,0.643889,1.08662,0.714303,1.08662,0.614368,1.02178,0.0123225,1.02178,0.00103206,1.04048,0.323544,0.893909,0.00185526,0.794699,0,0.764682,0.000951046,0.794699,0,0.731313,0.136698,0.341071,0.429197,0.0162608,1.83808
0.341071,0.429275,1.51019,0.077397,1.16899,1.84505,0.912688,0.283197,1.72403,0.357394,1.72403,0.369916,1.72403,0.337192,1.51019,0.0439202,1.35088,0.161475,1.35088,0.235563,1.35088,0.147914,1.25,2.45521,1.25,2.56107,1.25,2.42712,1.16899,1.83979,1.10501,2.52823,1.10501,2.58571,1.10501,2.50921,1.04048,0.338649,1.04048,0.395066,1.05747,0.693585,0.912688,0.282387,0.814262,0.324737,0.780476,0.334283,0.814262,0.324426,0.746142,0.44582,0.357575,0.771993,0.0332605,7.24406
0.357575,0.778289,1.52569,0.213511,1.18495,3.54384,0.926841,0.546576,1.73117,22.6085,1.73117,22.7654,1.73117,22.6374,1.52569,0.216011,1.36694,0.285524,1.36694,0.365062,1.36694,0.272095,1.26822,3.13532,1.26822,3.20244,1.26822,3.11451,1.18495,3.53793,1.12098,4.31409,1.12098,4.36609,1.12098,4.2974,1.05747,0.724633,1.05747,0.849406,1.07117,2.33271,0.926841,0.546316,0.82837,0.672603,0.794699,0.562835,0.82837,0.67026,0.764682,0.818436,0.374073,1.11087,0.0488853,10.1732
0.374073,1.11789,1.54098,0.331557,1.20102,5.47916,0.94105,0.814926,1.73939,34.8618,1.73939,34.8759,1.73939,34.8546,1.54098,0.334173,1.38276,0.409271,1.38276,0.490919,1.38276,0.392456,1.28697,3.64269,1.28697,3.71023,1.28697,3.62215,1.20102,5.47268,1.13695,6.29974,1.13695,6.34351,1.13695,6.27994,1.07117,2.35931,1.07117,2.40599,1.08662,4.05514,0.94105,0.814637,0.84706,1.08153,0.814262,0.900121,0.84706,1.07344,0.780476,1.10934,0.390558,1.4517,0.0651393,11.0495
0.390558,1.45867,1.56391,0.516178,1.21714,7.63188,0.959991,1.19252,1.74884,45.4227,1.74884,45.4449,1.74884,45.4061,1.56391,0.518822,1.39846,0.535033,1.39846,0.619763,1.39846,0.512502,1.29785,3.97045,1.29785,4.04353,1.29785,3.94447,1.21714,7.6249,1.15298,8.50312,1.15298,8.54311,1.15298,8.48296,1.08662,4.07449,1.08662,4.09681,1.10501,6.22241,0.959991,1.19227,0.861093,1.38429,0.82837,1.17133,0.861093,1.37273,0.794699,1.34802,0.406984,1.79651,0.081894,11.9234
0.406984,1.80331,1.57927,0.639333,1.23317,9.98305,0.97424,1.48378,1.7597,54.4286,1.7597,54.4489,1.7597,54.4168,1.57927,0.641977,1.41403,0.66819,1.41403,0.757039,1.41403,0.642512,1.31802,4.56107,1.31802,4.66182,1.31802,4.53299,1.23317,9.97568,1.16899,10.8875,1.16899,10.9218,1.16899,10.866,1.10501,6.23864,1.10501,6.25366,1.12098,8.29393,0.97424,1.48354,0.87986,1.79421,0.84706,1.53764,0.87986,1.78603,0.814262,1.73685,0.423395,2.13877,0.097678,12.6661
0.423395,2.14531,1.59459,0.75072,1.25,12.5313,0.993246,1.88912,1.7722,61.6909,1.7722,61.7075,1.7722,61.6814,1.59459,0.753365,1.42942,0.775446,1.42942,0.870499,1.42942,0.749285,1.33426,5.00886,1.33426,5.11278,1.33426,4.97933,1.25,12.5236,1.18495,13.4288,1.18495,13.458,1.18495,13.406,1.12098,8.30937,1.12098,8.32151,1.13695,10.5461,0.993246,1.88893,0.893909,2.10654,0.861093,1.82489,0.893909,2.09523,0.82837,2.04012,0.439865,2.46388,0.114165,13.2605
0.439865,2.47006,1.61076,0.889827,1.26822,14.3306,1.00752,2.20495,1.78657,66.4596,1.78657,66.4735,1.78657,66.4503,1.61076,0.892563,1.4453,0.892554,1.4453,0.993544,1.4453,0.863761,1.35088,5.41804,1.35088,5.53222,1.35088,5.391,1.26822,14.3226,1.20102,16.1295,1.20102,16.155,1.20102,16.1067,1.13695,10.5616,1.13695,10.5706,1.15298,12.9934,1.00752,2.20478,0.912688,2.53148,0.87986,2.22698,0.912688,2.51933,0.84706,2.43917,0.45423,2.76845,0.129752,13.6938
0.45423,2.77433,1.62626,1.01979,1.28697,15.8729,1.02178,2.52952,1.8031,69.0578,1.8031,69.0691,1.8031,69.0509,1.62626,1.02255,1.46155,1.00483,1.46155,1.11021,1.46155,0.976089,1.36694,5.75286,1.36694,5.87902,1.36694,5.72391,1.28697,15.8647,1.21714,18.9774,1.21714,18.998,1.21714,18.9543,1.15298,13.0087,1.15298,13.0144,1.16899,15.5902,1.02178,2.52936,0.926841,2.86254,0.893909,2.53639,0.926841,2.85019,0.861093,2.74791,0.470886,3.06697,0.145946,14.0546
0.470886,3.07259,1.69391,1.64762,1.29785,16.7893,1.04048,2.97617,1.8221,70.1712,1.8221,70.1808,1.8221,70.1665,1.69391,1.6506,1.4779,1.14098,1.4779,1.25278,1.4779,1.10895,1.38276,6.04968,1.38276,6.1887,1.38276,6.01805,1.29785,16.7809,1.23317,21.9421,1.23317,21.9568,1.23317,21.9194,1.16899,15.6054,1.16899,15.6071,1.18495,18.3103,1.04048,2.97602,0.94105,3.20122,0.912688,2.96127,0.94105,3.18791,0.87986,3.17614,0.487274,3.20858,0.165381,14.309
0.487274,3.21398,1.72403,1.79195,1.31802,18.3013,1.05747,3.45848,1.84396,70.4141,1.84396,70.4231,1.84396,70.411,1.72403,1.79477,1.49444,1.29357,1.49444,1.41519,1.49444,1.25649,1.39846,6.31998,1.39846,6.47173,1.39846,6.28484,1.31802,18.2926,1.25,25.1165,1.25,25.1228,1.25,25.0946,1.18495,18.3252,1.18495,18.3226,1.20102,21.166,1.05747,3.45829,0.959991,3.66929,0.926841,3.29429,0.959991,3.65438,0.893909,3.50306,0.504933,3.63437,0.179499,14.4332
0.504933,3.6394,1.73117,20.2811,1.33426,19.3688,1.07117,5.0878,1.86909,70.151,1.86909,70.16,1.86909,70.1491,1.73117,20.2716,1.51019,1.44984,1.51019,1.5822,1.51019,1.41117,1.41403,6.57318,1.41403,6.73816,1.41403,6.53498,1.33426,19.36,1.26822,27.6906,1.26822,27.6876,1.26822,27.6708,1.20102,21.1804,1.20102,21.173,1.21714,24.1497,1.07117,5.08758,0.97424,4.02807,0.94105,3.6358,0.97424,4.01257,0.912688,3.94856,0.519645,3.84027,0.196851,14.5923
0.519645,3.84508,1.73939,35.0798,1.35088,20.3079,1.08662,6.8367,1.898,69.585,1.898,69.5938,1.898,69.584,1.73939,35.0744,1.52569,1.59804,1.52569,1.74063,1.52569,1.55559,1.42942,6.77856,1.42942,6.95537,1.42942,6.73878,1.35088,20.299,1.28697,29.8306,1.28697,29.8148,1.28697,29.8131,1.21714,24.1634,1.21714,24.151,1.23317,27.232,1.08662,6.8365,0.993246,4.5224,0.959991,4.10838,0.993246,4.50616,0.926841,4.29625,0.535715,4.12709,0.213739,14.7926
0.535715,4.13161,1.74884,45.8726,1.36694,21.0777,1.10501,9.0629,1.93124,68.7745,1.93124,68.7834,1.93124,68.7741,1.74884,45.867,1.54098,1.74518,1.54098,1.89778,1.54098,1.70017,1.4453,6.97409,1.4453,7.16374,1.4453,6.93205,1.36694,21.0688,1.29785,31.0859,1.29785,31.0604,1.29785,31.0701,1.23317,27.2448,1.23317,27.2268,1.25,30.5362,1.10501,9.0627,1.00752,4.9035,0.97424,4.47152,1.00752,4.88699,0.94105,4.65206,0.551561,4.44992,0.229125,15.2426
