File = C:\Users\user\Desktop\0802保壓壓力\保壓-壓力6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 6 : Pp:60 MPa_Pt:1.1 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.324473,0.0631032,1.49447,0.0114259,1.1528,0.305398,0.893815,0.0357357,1.69397,0.11231,1.69397,0.124629,1.69397,0.0971367,1.49447,0,1.33429,0.0179204,1.33429,0.0499152,1.33429,0.0231977,1.23297,0.882203,1.23297,1.05202,1.23297,0.849198,1.1528,0.240737,1.08655,0.629566,1.08655,0.715167,1.08655,0.609567,1.02169,0.0130608,1.02169,0.00732347,1.04041,0.322245,0.893815,0.00764438,0.794592,0,0.764631,0.000825508,0.794592,0,0.731265,0.136488,0.3409,0.424268,0.0162609,1.83813
0.3409,0.424004,1.51073,0.0786953,1.1688,1.83781,0.912586,0.282953,1.72515,0.992612,1.72515,1.54694,1.72515,0.730575,1.51073,0.0442471,1.35094,0.162079,1.35094,0.234724,1.35094,0.146387,1.24969,2.4437,1.24969,2.55605,1.24969,2.4099,1.1688,1.83243,1.10492,2.51821,1.10492,2.57406,1.10492,2.50163,1.04041,0.337048,1.04041,0.394865,1.05742,0.688485,0.912586,0.282132,0.814152,0.321678,0.780415,0.333576,0.814152,0.323279,0.746089,0.441525,0.357403,0.768461,0.0332611,7.24458
0.357403,0.774873,1.52632,0.216086,1.1848,3.53074,0.926738,0.545482,1.73372,24.1591,1.73372,24.1574,1.73372,24.2852,1.52632,0.218455,1.36702,0.28593,1.36702,0.364525,1.36702,0.271397,1.2676,3.11749,1.2676,3.18645,1.2676,3.09995,1.1848,3.52471,1.12085,4.29985,1.12085,4.35093,1.12085,4.28285,1.05742,0.715773,1.05742,0.840875,1.07106,2.32511,0.926738,0.545169,0.828254,0.670591,0.794592,0.563154,0.828254,0.665203,0.764631,0.817903,0.373891,1.10683,0.0488792,10.1724
0.373891,1.11378,1.54163,0.33573,1.20081,5.45173,0.940945,0.812154,1.74358,38.0188,1.74358,38.0284,1.74358,38.0362,1.54163,0.338366,1.38284,0.410322,1.38284,0.49105,1.38284,0.392213,1.28107,3.47504,1.28107,3.54099,1.28107,3.45401,1.20081,5.44515,1.1368,6.27787,1.1368,6.32324,1.1368,6.26205,1.07106,2.34776,1.07106,2.39642,1.08655,4.0492,0.940945,0.811837,0.846942,1.08036,0.814152,0.899046,0.846942,1.07156,0.780415,1.10889,0.390404,1.45039,0.0651427,11.0512
0.390404,1.45736,1.557,0.454033,1.21685,7.59305,0.959886,1.18903,1.75492,49.2546,1.75492,49.2477,1.75492,49.2519,1.557,0.456653,1.39853,0.535497,1.39853,0.620026,1.39853,0.512482,1.29796,3.97561,1.29796,4.04822,1.29796,3.95148,1.21685,7.58597,1.1528,8.47217,1.1528,8.51216,1.1528,8.45607,1.08655,4.06689,1.08655,4.09091,1.10492,6.21563,0.959886,1.18876,0.860984,1.38073,0.828254,1.16903,0.860984,1.36998,0.794592,1.34861,0.406846,1.79514,0.0818951,11.924
0.406846,1.80189,1.58064,0.63006,1.23297,9.9497,0.974125,1.48037,1.76796,56.464,1.76796,56.4645,1.76796,56.4611,1.58064,0.632702,1.41409,0.668976,1.41409,0.757481,1.41409,0.643254,1.31802,4.57068,1.31802,4.6746,1.31802,4.54296,1.23297,9.94225,1.1688,10.8578,1.1688,10.893,1.1688,10.8386,1.10492,6.23028,1.10492,6.24581,1.12085,8.27844,0.974125,1.48011,0.879762,1.79288,0.846942,1.53562,0.879762,1.78358,0.814152,1.73611,0.423272,2.13652,0.097679,12.6669
0.423272,2.14299,1.59635,0.757431,1.24969,12.5063,0.993132,1.8858,1.78295,60.3038,1.78295,60.3084,1.78295,60.2997,1.59635,0.760065,1.42949,0.772985,1.42949,0.86798,1.42949,0.746847,1.33429,5.01481,1.33429,5.12056,1.33429,4.98446,1.24969,12.4986,1.1848,13.4027,1.1848,13.4331,1.1848,13.3822,1.12085,8.29308,1.12085,8.30548,1.1368,10.525,0.993132,1.88559,0.893815,2.10349,0.860984,1.8216,0.893815,2.09198,0.828254,2.03761,0.439693,2.47111,0.114229,13.2542
0.439693,2.47733,1.61255,0.905247,1.2676,14.2834,1.00741,2.20184,1.8002,61.9426,1.8002,61.9485,1.8002,61.9392,1.61255,0.907973,1.44537,0.894269,1.44537,0.994976,1.44537,0.864891,1.35094,5.41829,1.35094,5.53324,1.35094,5.39032,1.2676,14.2754,1.20081,16.0948,1.20081,16.1209,1.20081,16.0737,1.1368,10.5389,1.1368,10.5487,1.1528,12.9641,1.00741,2.20164,0.912586,2.52905,0.879762,2.22499,0.912586,2.51626,0.846942,2.43735,0.454058,2.76359,0.13094,13.7021
0.454058,2.76948,1.62802,1.03086,1.28107,15.3692,1.02169,2.5268,1.82003,62.3791,1.82003,62.3861,1.82003,62.3765,1.62802,1.03363,1.46165,1.00465,1.46165,1.10941,1.46165,0.975369,1.36702,5.75351,1.36702,5.88041,1.36702,5.72381,1.28107,15.361,1.21685,18.9251,1.21685,18.9461,1.21685,18.9032,1.1528,12.9777,1.1528,12.9842,1.1688,15.5594,1.02169,2.52661,0.926738,2.86059,0.893815,2.53318,0.926738,2.8469,0.860984,2.74484,0.470779,3.06516,0.147824,14.0691
0.470779,3.07076,1.69397,1.63073,1.29796,16.802,1.04041,2.97491,1.84284,62.2485,1.84284,62.2559,1.84284,62.2472,1.69397,1.63362,1.47833,1.14203,1.47833,1.254,1.47833,1.10877,1.38284,6.05137,1.38284,6.19075,1.38284,6.01874,1.29796,16.7936,1.23297,21.8999,1.23297,21.9147,1.23297,21.8779,1.1688,15.5733,1.1688,15.5757,1.1848,18.2847,1.04041,2.97475,0.940945,3.19906,0.912586,2.95857,0.940945,3.18478,0.879762,3.17427,0.48713,3.20761,0.164742,14.2835
0.48713,3.21301,1.72515,2.29787,1.31802,18.317,1.05742,3.45142,1.86906,61.7813,1.86906,61.7891,1.86906,61.7809,1.72515,2.29948,1.49447,1.28415,1.49447,1.40297,1.49447,1.24902,1.39853,6.32147,1.39853,6.47383,1.39853,6.28578,1.31802,18.3084,1.24969,25.076,1.24969,25.0824,1.24969,25.0547,1.1848,18.2984,1.1848,18.2964,1.20081,21.1325,1.05742,3.45122,0.959886,3.66578,0.926738,3.29172,0.959886,3.6502,0.893815,3.49985,0.504836,3.63233,0.181645,14.4352
0.504836,3.63736,1.73372,22.3289,1.33429,19.3787,1.07106,5.07838,1.89922,61.0609,1.89922,61.0692,1.89922,61.0611,1.73372,22.3194,1.51073,1.44465,1.51073,1.57645,1.51073,1.40599,1.41409,6.57479,1.41409,6.74022,1.41409,6.53617,1.33429,19.3698,1.2676,27.6241,1.2676,27.6217,1.2676,27.6051,1.20081,21.1459,1.20081,21.1391,1.21685,24.0965,1.07106,5.07816,0.974125,4.02471,0.940945,3.63311,0.974125,4.00859,0.912586,3.94584,0.519626,3.82991,0.195428,14.5741
0.519626,3.83471,1.74358,37.9343,1.35094,20.3121,1.08655,6.82949,1.93391,60.1326,1.93391,60.1417,1.93391,60.1327,1.74358,37.9274,1.52632,1.60094,1.52632,1.74289,1.52632,1.5581,1.42949,6.77689,1.42949,6.95389,1.42949,6.73683,1.35094,20.3031,1.28107,29.1428,1.28107,29.1324,1.28107,29.1255,1.21685,24.1093,1.21685,24.0974,1.23297,27.1894,1.08655,6.82927,0.993132,4.51922,0.959886,4.10452,0.993132,4.50247,0.926738,4.29367,0.535629,4.13444,0.212504,14.7821
0.535629,4.13896,1.75492,49.4513,1.36702,21.0825,1.10492,9.05666,1.9738,59.0398,1.9738,59.0494,1.9738,59.0399,1.75492,49.4447,1.54163,1.74909,1.54163,1.9016,1.54163,1.70369,1.44537,6.97643,1.44537,7.16636,1.44537,6.93386,1.36702,21.0736,1.29796,31.1052,1.29796,31.0802,1.29796,31.0904,1.23297,27.2015,1.23297,27.1839,1.24969,30.4922,1.10492,9.05645,1.00741,4.90065,0.974125,4.46784,1.00741,4.88372,0.940945,4.64934,0.551466,4.44715,0.228791,15.2348
0.551466,4.45142,1.76796,56.7239,1.38284,21.7342,1.12085,11.2004,2.01967,57.8004,2.01967,57.8098,2.01967,57.8005,1.76796,56.7199,1.557,1.88985,1.557,2.05142,1.557,1.84184,1.46165,7.14955,1.46165,7.35085,1.46165,7.1062,1.38284,21.7251,1.31802,33.1528,1.31802,33.1112,1.31802,33.1409,1.24969,30.5033,1.24969,30.4793,1.2676,33.2465,1.12085,11.2002,1.02169,5.28969,0.993132,4.96857,1.02169,5.27254,0.959886,5.13816,0.569499,4.78917,0.243548,15.8187
0.569499,4.79321,1.78295,60.5041,1.39853,22.2913,1.1368,13.5322,2.07242,56.4117,2.07242,56.421,2.07242,56.4118,1.78295,60.5012,1.58064,2.09362,1.58064,2.26803,1.58064,2.04333,1.47833,7.33656,1.47833,7.55035,1.47833,7.29051,1.39853,22.2822,1.33429,34.519,1.33429,34.4628,1.33429,34.5095,1.2676,33.2563,1.2676,33.2271,1.28107,34.8652,1.1368,13.532,1.04041,5.81923,1.00741,5.35507,1.04041,5.80188,0.974125,5.51394,0.585482,5.12912,0.260247,16.3191
0.585482,5.13303,1.8002,62.095,1.41409,22.7727,1.1528,16.0567,2.13045,54.929,2.13045,54.9378,2.13045,54.9291,1.8002,62.0927,1.59635,2.23573,1.59635,2.41554,1.59635,2.1849,1.49447,7.51687,1.49447,7.74274,1.49447,7.4685,1.41409,22.7636,1.35094,35.6774,1.35094,35.6032,1.35094,35.6719,1.28107,34.8738,1.28107,34.84,1.29796,36.9459,1.1528,16.0565,1.05742,6.35215,1.02169,5.74923,1.05742,6.33403,0.993132,6.03011,0.601544,5.46043,0.276844,16.6863
0.601544,5.46423,1.82003,62.4966,1.42949,23.1697,1.1688,18.7314,2.19428,53.3586,2.19428,53.3674,2.19428,53.3588,1.82003,62.4945,1.61255,2.40691,1.61255,2.60374,1.61255,2.35175,1.51073,7.70984,1.51073,7.95043,1.51073,7.65814,1.42949,23.1606,1.36702,36.6297,1.36702,36.5374,1.36702,36.6278,1.29796,36.9525,1.29796,36.9105,1.31802,39.129,1.1688,18.7313,1.07106,7.97694,1.04041,6.28548,1.07106,7.95842,1.00741,6.42758,0.617498,5.80869,0.293438,16.9685
0.617498,5.81241,1.84284,62.3102,1.44537,23.5167,1.1848,21.5313,2.26449,51.7091,2.26449,51.7176,2.26449,51.7092,1.84284,62.3077,1.62802,2.54802,1.62802,2.74951,1.62802,2.49299,1.52632,7.8908,1.52632,8.14472,1.52632,7.83569,1.44537,23.5075,1.38284,37.4219,1.38284,37.3106,1.38284,37.4238,1.31802,39.1336,1.31802,39.0821,1.33429,40.5632,1.1848,21.5311,1.08655,9.75085,1.05742,6.82335,1.08655,9.73317,1.02169,6.8321,0.63444,6.10777,0.310016,17.2231
0.63444,6.11144,1.86906,61.8037,1.46165,23.8095,1.20081,24.4501,2.34173,49.9923,2.34173,50.0007,2.34173,49.9925,1.86906,61.8007,1.69397,3.21067,1.69397,3.47038,1.69397,3.14417,1.54163,8.05943,1.54163,8.32643,1.54163,8.00145,1.46165,23.8003,1.39853,38.0892,1.39853,37.9582,1.39853,38.0949,1.33429,40.566,1.33429,40.5058,1.35094,41.7751,1.20081,24.45,1.10492,12.0187,1.07106,8.44496,1.10492,12.0019,1.04041,7.38101,0.648823,6.26119,0.324473,17.4599
0.648823,6.26489,1.89922,61.0697,1.47833,24.0732,1.21685,27.4811,2.42668,48.2212,2.42668,48.2293,2.42668,48.2213,1.89922,61.0667,1.72515,3.60111,1.72515,3.84431,1.72515,3.53044,1.557,8.21567,1.557,8.49453,1.557,8.15507,1.47833,24.064,1.41409,38.6552,1.41409,38.5033,1.41409,38.6649,1.35094,41.7755,1.35094,41.7049,1.36702,42.7734,1.21685,27.4811,1.12085,14.2196,1.08655,10.2195,1.12085,14.2032,1.05742,7.92586,0.667104,6.48978,0.3409,17.7706
0.667104,6.49353,1.93391,60.1454,1.49447,24.3092,1.23297,30.6402,2.52014,46.3984,2.52014,46.4058,2.52014,46.3984,1.93391,60.1423,1.73372,21.6507,1.73372,21.7546,1.73372,21.6301,1.58064,8.43425,1.58064,8.72895,1.58064,8.37103,1.49447,24.3,1.42949,39.1293,1.42949,38.9576,1.42949,39.1426,1.36702,42.7714,1.36702,42.6908,1.38284,43.6028,1.23297,30.6402,1.1368,16.6132,1.10492,12.4904,1.1368,16.5971,1.07106,9.53152,0.682746,6.69126,0.357403,18.1299
0.682746,6.69499,1.9738,59.0617,1.51073,24.5365,1.24969,34.0231,2.62294,44.5228,2.62294,44.5293,2.62294,44.5228,1.9738,59.0573,1.74358,37.9811,1.74358,38.0713,1.74358,37.962,1.59635,8.57812,1.59635,8.883,1.59635,8.51333,1.51073,24.5273,1.44537,39.5294,1.44537,39.335,1.44537,39.5471,1.38284,43.5984,1.38284,43.5072,1.39853,44.3014,1.24969,34.0231,1.1528,19.1989,1.12085,14.6967,1.1528,19.183,1.08655,11.3011,0.698165,7.7581,0.373891,18.5204
0.698165,7.76141,2.01967,57.8277,1.52632,24.7443,1.2676,36.9343,2.73601,42.5978,2.73601,42.6044,2.73601,42.5978,2.01967,57.8229,1.75492,49.6638,1.75492,49.7465,1.75492,49.6447,1.61255,8.75139,1.61255,9.06997,1.61255,8.68329,1.52632,24.7351,1.46165,39.8708,1.46165,39.6525,1.46165,39.8928,1.39853,44.2945,1.39853,44.192,1.41409,44.8938,1.2676,36.9344,1.1688,21.9292,1.1368,17.0966,1.1688,21.9136,1.10492,13.5737,0.715221,7.36285,0.390404,18.9229
0.715221,7.36609,2.07242,56.4365,1.54163,24.9335,1.28107,38.6425,2.8604,40.615,2.8604,40.6206,2.8604,40.6149,2.07242,56.4315,1.76796,57.035,1.76796,57.1257,1.76796,57.011,1.62802,8.88721,1.62802,9.21576,1.62802,8.81791,1.54163,24.9243,1.47833,40.1595,1.47833,39.9148,1.47833,40.1867,1.41409,44.8842,1.41409,44.77,1.42949,45.3933,1.28107,38.6426,1.1848,24.7796,1.1528,19.6884,1.1848,24.7641,1.12085,15.7904,0.731265,7.97513,0.406846,19.3206
0.731265,7.97839,2.13045,54.9504,1.557,25.1031,1.29796,40.8199,2.8604,40.615,2.8604,40.6206,2.8604,40.6149,2.13045,54.9453,1.78295,60.7432,1.78295,60.8096,1.78295,60.725,1.69397,9.49802,1.69397,9.88829,1.69397,9.41657,1.557,25.0939,1.49447,40.4173,1.49447,40.146,1.49447,40.4495,1.42949,45.3817,1.42949,45.2569,1.44537,45.8137,1.29796,40.82,1.20081,27.7452,1.1688,22.4243,1.20081,27.73,1.1368,18.2021,0.746089,8.34066,0.423272,19.708
