File = D:\moldex3D\Ray_project_0802_2\Ray_project_0802\Ray_project_0802\Report\XYPlot\保壓-壓力28.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 4 : Pp:90 MPa_Pt:0.7 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.340995,0.426747,1.1528,0.305402,1.1528,0.305402,0.893835,0.0349811,1.69391,0.129163,1.69391,0.14545,1.69391,0.10715,1.49311,0.00102843,1.3342,0.017222,1.3342,0.049207,1.3342,0.020016,1.23294,0.876047,1.23294,1.05125,1.23294,0.847361,1.1528,0.240744,1.08655,0.630766,1.08655,0.715194,1.08655,0.609553,1.02168,0.0143452,1.02168,0.00733339,1.04041,0.322123,0.893835,0.00225099,0.794709,0,0.764649,0.000611802,0.794709,0,0.731212,0.130994,0.340995,0.426747,0.0162608,1.8381
0.357505,0.771331,1.16879,1.83784,1.16879,1.83784,0.912613,0.282595,1.72419,0.375404,1.72419,0.399807,1.72419,0.35582,1.50887,0.025418,1.35084,0.161535,1.35084,0.23436,1.35084,0.146161,1.24963,2.43903,1.24963,2.55449,1.24963,2.40812,1.16879,1.83246,1.10491,2.51817,1.10491,2.57397,1.10491,2.50155,1.04041,0.336854,1.04041,0.394939,1.05741,0.68847,0.912613,0.281742,0.814276,0.323753,0.780468,0.334121,0.814276,0.32466,0.746072,0.441641,0.357505,0.771331,0.0332608,7.24433
0.373996,1.11026,1.18479,3.53068,1.18479,3.53068,0.926764,0.545664,1.73133,23.2968,1.73133,23.4551,1.73133,23.3186,1.5243,0.19928,1.3669,0.286193,1.3669,0.364242,1.3669,0.269842,1.26748,3.11584,1.26748,3.18267,1.26748,3.09513,1.18479,3.52466,1.12084,4.29983,1.12084,4.35088,1.12084,4.28278,1.05741,0.716002,1.05741,0.841699,1.07106,2.32551,0.926764,0.545368,0.828381,0.671259,0.794709,0.562562,0.828381,0.67013,0.764649,0.816339,0.373996,1.11026,0.0488787,10.1721
0.390515,1.45238,1.2008,5.45166,1.2008,5.45166,0.940965,0.812141,1.73955,36.2055,1.73955,36.22,1.73955,36.1975,1.54733,0.383478,1.38273,0.410498,1.38273,0.490604,1.38273,0.391272,1.28096,3.47085,1.28096,3.5362,1.28096,3.45038,1.2008,5.44508,1.1368,6.27785,1.1368,6.32318,1.1368,6.26196,1.07106,2.3488,1.07106,2.39755,1.08655,4.04912,0.940965,0.811857,0.847066,1.08179,0.814276,0.900547,0.847066,1.07386,0.780468,1.1094,0.390515,1.45238,0.0651422,11.0508
0.406964,1.79566,1.21684,7.59286,1.21684,7.59286,0.959894,1.18925,1.749,47.5911,1.749,47.6142,1.749,47.5739,1.5626,0.502263,1.39842,0.540399,1.39842,0.623995,1.39842,0.51674,1.29793,3.97387,1.29793,4.04483,1.29793,3.94814,1.21684,7.58578,1.1528,8.47209,1.1528,8.51203,1.1528,8.45589,1.08655,4.06748,1.08655,4.09117,1.10491,6.21532,0.959894,1.189,0.861093,1.38461,0.828381,1.17104,0.861093,1.37269,0.794709,1.34757,0.406964,1.79566,0.0818945,11.9235
0.423394,2.13938,1.23294,9.9481,1.23294,9.9481,0.974131,1.48057,1.75987,56.5366,1.75987,56.5578,1.75987,56.5222,1.57851,0.615295,1.41391,0.669661,1.41391,0.758006,1.41391,0.642747,1.31797,4.56943,1.31797,4.66988,1.31797,4.53699,1.23294,9.94064,1.16879,10.8576,1.16879,10.8928,1.16879,10.8384,1.10491,6.23023,1.10491,6.24566,1.12084,8.27817,0.974131,1.48033,0.879865,1.79443,0.847066,1.53768,0.879865,1.78621,0.814276,1.73718,0.423394,2.13938,0.0976782,12.6662
0.439864,2.46398,1.24963,12.4981,1.24963,12.4981,0.993129,1.8859,1.77236,63.7281,1.77236,63.7447,1.77236,63.7188,1.59474,0.744413,1.4293,0.795046,1.4293,0.889071,1.4293,0.765786,1.3342,5.01296,1.3342,5.11766,1.3342,4.98054,1.24963,12.4904,1.18479,13.4023,1.18479,13.4327,1.18479,13.3817,1.12084,8.29305,1.12084,8.30537,1.1368,10.5247,0.993129,1.88571,0.893835,2.10677,0.861093,1.82496,0.893835,2.09601,0.828381,2.03974,0.439864,2.46398,0.114228,13.2534
0.454222,2.76757,1.26748,14.2724,1.26748,14.2724,1.00741,2.20176,1.78673,68.5568,1.78673,68.5707,1.78673,68.5476,1.6108,0.886414,1.44466,0.90196,1.44466,1.00304,1.44466,0.872219,1.35084,5.41641,1.35084,5.53148,1.35084,5.38864,1.26748,14.2644,1.2008,16.0943,1.2008,16.1203,1.2008,16.0731,1.1368,10.5389,1.1368,10.5486,1.1528,12.9637,1.00741,2.20159,0.912613,2.5293,0.879865,2.22712,0.912613,2.51737,0.847066,2.43924,0.454222,2.76757,0.130939,13.7012
0.470879,3.06535,1.28096,15.357,1.28096,15.357,1.02168,2.52684,1.80326,71.4504,1.80326,71.4621,1.80326,71.4432,1.62634,1.04296,1.46079,1.00451,1.46079,1.1092,1.46079,0.973356,1.3669,5.75209,1.3669,5.87857,1.3669,5.72172,1.28096,15.3488,1.21684,18.9245,1.21684,18.9455,1.21684,18.9025,1.1528,12.9775,1.1528,12.9839,1.16879,15.5589,1.02168,2.52668,0.926764,2.86144,0.893835,2.53729,0.926764,2.84875,0.861093,2.74796,0.470879,3.06535,0.147891,14.0646
0.487266,3.2068,1.29793,16.7965,1.29793,16.7965,1.04041,2.97455,1.82226,72.931,1.82226,72.941,1.82226,72.9257,1.69391,1.67209,1.47712,1.16658,1.47712,1.28143,1.47712,1.13202,1.38273,6.05031,1.38273,6.18919,1.38273,6.01699,1.29793,16.788,1.23294,21.8973,1.23294,21.9121,1.23294,21.8752,1.16879,15.573,1.16879,15.5753,1.18479,18.2839,1.04041,2.9744,0.940965,3.19945,0.912613,2.95932,0.940965,3.18617,0.879865,3.17626,0.487266,3.2068,0.164849,14.2787
0.504903,3.63662,1.31797,18.3097,1.31797,18.3097,1.05741,3.45142,1.84412,73.4999,1.84412,73.5091,1.84412,73.4961,1.72419,1.88462,1.49311,1.29252,1.49311,1.41376,1.49311,1.25506,1.39842,6.32535,1.39842,6.47756,1.39842,6.28884,1.31797,18.301,1.24963,25.0633,1.24963,25.0698,1.24963,25.0419,1.18479,18.2978,1.18479,18.2957,1.2008,21.1315,1.05741,3.45123,0.959894,3.66594,0.926764,3.29308,0.959894,3.65102,0.893835,3.50428,0.504903,3.63662,0.178636,14.3994
0.51965,3.82291,1.3342,19.3716,1.3342,19.3716,1.07106,5.07869,1.86925,73.4953,1.86925,73.5044,1.86925,73.4928,1.73133,20.8943,1.50887,1.44144,1.50887,1.5729,1.50887,1.40152,1.41391,6.57498,1.41391,6.73991,1.41391,6.53539,1.3342,19.3627,1.26748,27.6082,1.26748,27.6058,1.26748,27.589,1.2008,21.1451,1.2008,21.1382,1.21684,24.0955,1.07106,5.07848,0.974131,4.025,0.940965,3.63402,0.974131,4.0094,0.912613,3.94653,0.51965,3.82291,0.195724,14.5635
0.535636,4.13342,1.35084,20.3069,1.35084,20.3069,1.08655,6.82937,1.89816,73.108,1.89816,73.1171,1.89816,73.1064,1.73955,36.4252,1.5243,1.58646,1.5243,1.72742,1.5243,1.54361,1.4293,6.79806,1.4293,6.97602,1.4293,6.75594,1.35084,20.298,1.28096,29.1282,1.28096,29.1179,1.28096,29.1106,1.21684,24.1085,1.21684,24.0966,1.23294,27.186,1.08655,6.82917,0.993129,4.51928,0.959894,4.10504,0.993129,4.50293,0.926764,4.29497,0.535636,4.13342,0.212545,14.7728
0.551466,4.44623,1.3669,21.0779,1.3669,21.0779,1.10491,9.05631,1.9314,72.4549,1.9314,72.4638,1.9314,72.454,1.749,48.0549,1.54733,1.80707,1.54733,1.96332,1.54733,1.75969,1.44466,6.98398,1.44466,7.17396,1.44466,6.94057,1.3669,21.0689,1.29793,31.0963,1.29793,31.071,1.29793,31.0814,1.23294,27.1984,1.23294,27.1807,1.24963,30.4781,1.10491,9.05611,1.00741,4.90051,0.974131,4.46838,1.00741,4.88392,0.940965,4.6504,0.551466,4.44623,0.2288,15.2451
0.569443,4.80321,1.38273,21.7305,1.38273,21.7305,1.12084,11.2001,1.96962,71.5707,1.96962,71.5797,1.96962,71.5702,1.75987,56.9182,1.5626,1.94909,1.5626,2.1147,1.5626,1.89983,1.46079,7.14939,1.46079,7.35038,1.46079,7.10484,1.38273,21.7215,1.31797,33.1432,1.31797,33.1012,1.31797,33.1304,1.24963,30.4894,1.24963,30.4654,1.26748,33.2289,1.12084,11.1999,1.02168,5.28955,0.993129,4.96881,1.02168,5.27263,0.959894,5.1387,0.569443,4.80321,0.243446,15.8443
0.585432,5.13067,1.39842,22.2911,1.39842,22.2911,1.1368,13.5318,2.01358,70.4896,2.01358,70.4987,2.01358,70.4894,1.77236,63.9551,1.57851,2.07498,1.57851,2.24785,1.57851,2.02473,1.47712,7.36151,1.47712,7.57756,1.47712,7.3137,1.39842,22.2821,1.3342,34.5095,1.3342,34.4529,1.3342,34.4992,1.26748,33.239,1.26748,33.2098,1.28096,34.8497,1.1368,13.5316,1.04041,5.81864,1.00741,5.35508,1.04041,5.80152,0.974131,5.51447,0.585432,5.13067,0.260177,16.3551
0.601442,5.47108,1.41391,22.7709,1.41391,22.7709,1.1528,16.0562,2.06414,69.2365,2.06414,69.2455,2.06414,69.2364,1.78673,68.8144,1.59474,2.22119,1.59474,2.4036,1.59474,2.16894,1.49311,7.52828,1.49311,7.75526,1.49311,7.47837,1.41391,22.7618,1.35084,35.6708,1.35084,35.5964,1.35084,35.6647,1.28096,34.8585,1.28096,34.8248,1.29793,36.9357,1.1528,16.056,1.05741,6.35178,1.02168,5.74915,1.05741,6.33384,0.993129,6.03033,0.601442,5.47108,0.276766,16.7157
0.617432,5.80743,1.4293,23.1795,1.4293,23.1795,1.16879,18.7308,2.11975,67.887,2.11975,67.8959,2.11975,67.887,1.80326,71.6673,1.6108,2.3825,1.6108,2.57633,1.6108,2.32766,1.50887,7.70834,1.50887,7.94887,1.50887,7.65553,1.4293,23.1704,1.3669,36.6242,1.3669,36.5317,1.3669,36.6217,1.29793,36.9426,1.29793,36.9004,1.31797,39.1179,1.16879,18.7307,1.07106,7.97672,1.04041,6.28496,1.07106,7.95832,1.00741,6.42754,0.617432,5.80743,0.293513,16.9639
0.634369,6.1096,1.44466,23.5208,1.44466,23.5208,1.18479,21.5303,2.18092,66.4514,2.18092,66.4601,2.18092,66.4515,1.82226,73.1033,1.62634,2.55952,1.62634,2.76747,1.62634,2.50191,1.5243,7.87844,1.5243,8.13177,1.5243,7.82285,1.44466,23.5116,1.38273,37.4177,1.38273,37.3063,1.38273,37.4191,1.31797,39.123,1.31797,39.0714,1.3342,40.5522,1.18479,21.5302,1.08655,9.7504,1.05741,6.82302,1.08655,9.73281,1.02168,6.83192,0.634369,6.1096,0.310108,17.19
0.648739,6.25119,1.46079,23.8107,1.46079,23.8107,1.2008,24.4489,2.24821,64.9373,2.24821,64.9458,2.24821,64.9372,1.84412,73.6373,1.69391,3.25585,1.69391,3.51577,1.69391,3.18941,1.54733,8.12699,1.54733,8.39927,1.54733,8.06701,1.46079,23.8015,1.39842,38.0872,1.39842,37.9559,1.39842,38.0926,1.3342,40.5555,1.3342,40.4951,1.35084,41.7676,1.2008,24.4488,1.10491,12.0181,1.07106,8.44473,1.10491,12.0014,1.04041,7.38038,0.648739,6.25119,0.324537,17.418
0.667095,6.48715,1.47712,24.0921,1.47712,24.0921,1.21684,27.48,2.32222,63.3432,2.32222,63.3515,2.32222,63.3433,1.86925,73.605,1.72419,3.45033,1.72419,3.7245,1.72419,3.38258,1.5626,8.28211,1.5626,8.56623,1.5626,8.21982,1.47712,24.083,1.41391,38.6535,1.41391,38.5015,1.41391,38.6627,1.35084,41.7683,1.35084,41.6977,1.3669,42.7671,1.21684,27.48,1.12084,14.2191,1.08655,10.219,1.12084,14.2028,1.05741,7.92538,0.667095,6.48715,0.340995,17.7358
0.682736,6.68375,1.49311,24.3244,1.49311,24.3244,1.23294,30.6364,2.40364,61.6702,2.40364,61.678,2.40364,61.6702,1.89816,73.1953,1.73133,20.3029,1.73133,20.4443,1.73133,20.2804,1.57851,8.41614,1.57851,8.70948,1.57851,8.35277,1.49311,24.3152,1.4293,39.132,1.4293,38.9587,1.4293,39.1454,1.3669,42.7654,1.3669,42.6848,1.38273,43.5979,1.23294,30.6364,1.1368,16.6127,1.10491,12.4898,1.1368,16.5967,1.07106,9.53109,0.682736,6.68375,0.357505,18.111
0.698144,7.86524,1.50887,24.5419,1.50887,24.5419,1.24963,34.0081,2.40364,61.6702,2.40364,61.678,2.40364,61.6702,1.9314,72.5164,1.73955,36.8953,1.73955,37.0543,1.73955,36.8559,1.59474,8.56526,1.59474,8.86896,1.59474,8.49999,1.50887,24.5327,1.44466,39.5337,1.44466,39.3396,1.44466,39.5509,1.38273,43.5938,1.38273,43.5025,1.39842,44.2986,1.24963,34.0081,1.1528,19.1982,1.12084,14.6963,1.1528,19.1824,1.08655,11.3005,0.698144,7.86524,0.373996,18.5177
0.715118,7.32795,1.5243,24.7413,1.5243,24.7413,1.26748,36.9158,2.41586,61.4201,2.41586,61.4285,2.41586,61.4199,1.96962,71.618,1.749,48.6041,1.749,48.7489,1.749,48.5661,1.6108,8.7256,1.6108,9.04132,1.6108,8.65785,1.5243,24.7321,1.46079,39.8762,1.46079,39.6587,1.46079,39.8975,1.39842,44.2919,1.39842,44.1893,1.41391,44.8916,1.26748,36.916,1.16879,21.9283,1.1368,17.0961,1.16879,21.9128,1.10491,13.5731,0.715118,7.32795,0.390515,18.9321
0.731212,7.9883,1.54733,25.015,1.54733,25.015,1.28096,38.6251,2.42992,61.1369,2.42992,61.1453,2.42992,61.1366,2.01358,70.5288,1.75987,57.3782,1.75987,57.5018,1.75987,57.3452,1.62634,8.89948,1.62634,9.22905,1.62634,8.82874,1.54733,25.0057,1.47712,40.1755,1.47712,39.9307,1.47712,40.2024,1.41391,44.8823,1.41391,44.7683,1.4293,45.394,1.28096,38.6253,1.18479,24.7784,1.1528,19.6878,1.18479,24.763,1.12084,15.7898,0.731212,7.9883,0.406964,19.3335
0.746072,8.34443,1.5626,25.178,1.5626,25.178,1.29793,40.8095,2.44608,60.8159,2.44608,60.8238,2.44608,60.8154,2.06414,69.2694,1.77236,64.2198,1.77236,64.3024,1.77236,64.1978,1.69391,9.55268,1.69391,9.93926,1.69391,9.47239,1.5626,25.1687,1.49311,40.4414,1.49311,40.1704,1.49311,40.4732,1.4293,45.3821,1.4293,45.2562,1.44466,45.8175,1.29793,40.8097,1.2008,27.7438,1.16879,22.4235,1.2008,27.7286,1.1368,18.2015,0.746072,8.34443,0.423394,19.7183
0.764649,8.76852,1.57851,25.3124,1.57851,25.3124,1.31797,43.1078,2.46467,60.4501,2.46467,60.4584,2.46467,60.4506,2.11975,67.9163,1.78673,69.1335,1.78673,69.2214,1.78673,69.1095,1.72419,9.68726,1.72419,10.0919,1.72419,9.60551,1.57851,25.3031,1.50887,40.6768,1.50887,40.3782,1.50887,40.714,1.44466,45.8034,1.44466,45.6665,1.46079,46.1809,1.31797,43.1081,1.21684,30.8186,1.18479,25.2785,1.21684,30.8036,1.1528,20.8041,0.764649,8.76852,0.439864,20.0894
0.780468,9.17334,1.59474,25.4455,1.59474,25.4455,1.3342,44.6121,2.48605,60.0353,2.48605,60.0432,2.48605,60.0353,2.18092,66.4781,1.80326,71.9367,1.80326,72.0076,1.80326,71.917,1.73133,24.4419,1.73133,24.8864,1.73133,24.3229,1.59474,25.4362,1.5243,40.901,1.5243,40.574,1.5243,40.9436,1.46079,46.1643,1.46079,46.0143,1.47712,46.4916,1.3342,44.6124,1.23294,34.0178,1.2008,28.2483,1.23294,34.0031,1.16879,23.5484,0.780468,9.17334,0.454222,20.4002
0.794709,9.49884,1.6108,25.5816,1.6108,25.5816,1.35084,45.9024,2.51063,59.5648,2.51063,59.573,2.51063,59.5652,2.24821,64.9617,1.82226,73.3201,1.82226,73.3781,1.82226,73.304,1.73955,40.2617,1.73955,40.6626,1.73955,40.1399,1.6108,25.5722,1.54733,41.2142,1.54733,40.8426,1.54733,41.2652,1.47712,46.471,1.47712,46.3053,1.49311,46.7736,1.35084,45.9027,1.24963,37.4417,1.21684,31.327,1.24963,37.4274,1.18479,26.41,0.794709,9.49884,0.470879,20.756
0.814276,9.96902,1.62634,25.7266,1.62634,25.7266,1.3669,46.9624,2.5389,59.0328,2.5389,59.0415,2.5389,59.0328,2.32222,63.3652,1.84412,73.8103,1.84412,73.8586,1.84412,73.7969,1.749,51.7585,1.749,52.1093,1.749,51.6512,1.62634,25.7172,1.5626,41.4051,1.5626,41.0032,1.5626,41.4615,1.49311,46.7499,1.49311,46.5703,1.50887,47.0202,1.3669,46.9628,1.26748,40.4744,1.23294,34.5299,1.26748,40.4603,1.2008,29.3853,0.814276,9.96902,0.487266,21.0824
0.828381,10.3592,1.69391,26.2297,1.69391,26.2297,1.38273,47.8468,2.57141,58.4317,2.57141,58.4405,2.57141,58.4317,2.40364,61.6888,1.86925,73.7388,1.86925,73.7791,1.86925,73.7279,1.75987,60.2391,1.75987,60.5446,1.75987,60.1447,1.69391,26.2203,1.57851,41.5722,1.57851,41.1376,1.57851,41.6342,1.50887,46.993,1.50887,46.7991,1.5243,47.2571,1.38273,47.8473,1.28096,42.256,1.24963,37.958,1.28096,42.2421,1.21684,32.4686,0.828381,10.3592,0.504903,21.3517
0.847066,10.822,1.72419,26.2207,1.72419,26.2207,1.39842,48.5971,2.6088,57.7528,2.6088,57.7609,2.6088,57.7529,2.40364,61.6888,1.89816,73.2948,1.89816,73.3266,1.89816,73.2865,1.77236,66.8311,1.77236,67.1037,1.77236,66.7468,1.72419,26.2113,1.59474,41.7284,1.59474,41.2598,1.59474,41.7963,1.5243,47.2264,1.5243,47.0182,1.54733,47.5891,1.39842,48.5977,1.29793,44.5127,1.26748,41.0032,1.29793,44.4994,1.23294,35.6763,0.847066,10.822,0.51965,21.5954
0.861093,11.1786,1.73133,36.8396,1.73133,36.8396,1.41391,49.2359,2.6518,56.9916,2.6518,57.0002,2.6518,56.9913,2.41586,61.4402,1.9314,72.5739,1.9314,72.5962,1.9314,72.5686,1.78673,71.3801,1.78673,71.6087,1.78673,71.3085,1.73133,36.8324,1.6108,41.8846,1.6108,41.3806,1.6108,41.9587,1.54733,47.5528,1.54733,47.3226,1.5626,47.7923,1.41391,49.2365,1.31797,46.8986,1.28096,42.7922,1.31797,46.886,1.24963,39.1121,0.861093,11.1786,0.535636,21.8683
0.879865,11.6695,1.73955,50.1205,1.73955,50.1205,1.4293,49.781,2.70124,56.1492,2.70124,56.1564,2.70124,56.1493,2.42992,61.1577,1.96962,71.6496,1.96962,71.6662,1.96962,71.6459,1.80326,73.8072,1.80326,73.9961,1.80326,73.7469,1.73955,50.1148,1.62634,42.0479,1.62634,41.5084,1.62634,42.1283,1.5626,47.7523,1.5626,47.5078,1.57851,47.9721,1.4293,49.7816,1.3342,48.4511,1.29793,45.0554,1.3342,48.4393,1.26748,42.1918,0.879865,11.6695,0.551466,22.177
0.893835,12.0474,1.749,60.8111,1.749,60.8111,1.44466,50.2438,2.7581,55.1969,2.7581,55.2034,2.7581,55.197,2.44608,60.8363,2.01358,70.5418,2.01358,70.5537,2.01358,70.5397,1.82226,74.8947,1.82226,75.0661,1.82226,74.8413,1.749,60.8058,1.69391,42.6565,1.69391,41.9542,1.69391,42.7638,1.57851,47.9284,1.57851,47.6683,1.59474,48.1375,1.44466,50.2444,1.35084,49.7901,1.31797,47.449,1.35084,49.7793,1.28096,43.9996,0.893835,12.0474,0.569443,22.5754
0.912613,12.5405,1.75987,68.4848,1.75987,68.4848,1.46079,50.6455,2.82065,54.1788,2.82065,54.185,2.82065,54.1784,2.46467,60.4708,2.06414,69.2686,2.06414,69.277,2.06414,69.2678,1.84412,75.1672,1.84412,75.3367,1.84412,75.1113,1.75987,68.48,1.72419,42.6512,1.72419,41.8708,1.72419,42.7686,1.59474,48.09,1.59474,47.8138,1.6108,48.3011,1.46079,50.6463,1.3669,50.8898,1.3342,49.0049,1.3669,50.8798,1.29793,46.2768,0.912613,12.5405,0.585432,22.9554
0.926764,12.9233,1.77236,74.5807,1.77236,74.5807,1.47712,50.9904,2.88946,53.087,2.88946,53.0928,2.88946,53.0874,2.48605,60.0553,2.11975,67.9078,2.11975,67.913,2.11975,67.9077,1.86925,74.9148,1.86925,75.1013,1.86925,74.8551,1.77236,74.5762,1.73133,49.6009,1.73133,49.0082,1.73133,49.6707,1.6108,48.2494,1.6108,47.9572,1.62634,48.4702,1.47712,50.9912,1.38273,51.8086,1.35084,50.3466,1.38273,51.7997,1.31797,48.688,0.926764,12.9233,0.601442,23.3453
0.940965,13.3171,1.78673,77.9626,1.78673,77.9626,1.49311,51.305,2.96514,51.9294,2.96514,51.9351,2.96514,51.9293,2.51063,59.5843,2.18092,66.4671,2.18092,66.4718,2.18092,66.467,1.89816,74.2999,1.89816,74.5154,1.89816,74.226,1.78673,77.9589,1.73955,60.1879,1.73955,59.7499,1.73955,60.2216,1.62634,48.4143,1.62634,48.1062,1.69391,49.102,1.49311,51.3058,1.39842,52.5897,1.3669,51.4485,1.39842,52.5819,1.3342,50.2501,0.940965,13.3171,0.617432,23.7318
0.959894,13.8473,1.80326,79.3208,1.80326,79.3208,1.50887,51.5821,3.04839,50.6956,3.04839,50.7003,3.04839,50.6953,2.5389,59.0522,2.24821,64.9488,2.24821,64.9526,2.24821,64.9488,1.9314,73.3882,1.9314,73.6558,1.9314,73.3072,1.80326,79.3177,1.749,69.8524,1.749,69.479,1.749,69.8726,1.69391,49.0279,1.69391,48.6489,1.72419,49.0857,1.50887,51.5829,1.41391,53.2569,1.38273,52.3692,1.41391,53.2501,1.35084,51.5989,0.959894,13.8473,0.634369,24.1308
0.974131,14.2539,1.82226,79.6598,1.82226,79.6598,1.5243,51.8478,3.13997,49.3889,3.13997,49.3936,3.13997,49.3887,2.57141,58.4517,2.32222,63.3496,2.32222,63.3525,2.32222,63.35,1.96962,72.2647,1.96962,72.5757,1.96962,72.1918,1.82226,79.6569,1.75987,76.6611,1.75987,76.3288,1.75987,76.6789,1.72419,49.0046,1.72419,48.5913,1.73133,54.8317,1.5243,51.8487,1.4293,53.8284,1.39842,53.1517,1.4293,53.8229,1.3669,52.7056,0.974131,14.2539,0.648739,24.4351
0.993129,14.8086,1.84412,79.4594,1.84412,79.4594,1.54733,52.2204,3.24071,48.0073,3.24071,48.0121,3.24071,48.0072,2.6088,57.7741,2.40364,61.6707,2.40364,61.672,2.40364,61.6713,2.01358,70.8659,2.01358,71.2636,2.01358,70.6974,1.84412,79.4566,1.77236,82.2739,1.77236,81.9754,1.77236,82.2862,1.73133,54.7727,1.73133,54.4422,1.73955,64.3255,1.54733,52.2214,1.44466,54.3164,1.41391,53.8202,1.44466,54.3119,1.38273,53.6302,0.993129,14.8086,0.667095,24.7171
1.00741,15.2343,1.86925,78.928,1.86925,78.928,1.5626,52.4499,3.35152,46.5437,3.35152,46.5482,3.35152,46.5438,2.6518,57.0158,2.40364,61.6707,2.40364,61.672,2.40364,61.6713,2.06414,69.0875,2.06414,69.6652,2.06414,68.9001,1.86925,78.925,1.78673,84.4507,1.78673,84.1901,1.78673,84.4696,1.73955,64.285,1.73955,64.0344,1.749,73.4895,1.5626,52.4509,1.46079,54.7429,1.4293,54.3931,1.46079,54.7398,1.39842,54.4158,1.00741,15.2343,0.682736,24.9033
1.02168,15.6671,1.89816,78.1564,1.89816,78.1564,1.57851,52.655,3.47341,44.9966,3.47341,45.0012,3.47341,44.9966,2.70124,56.1713,2.41586,61.4237,2.41586,61.425,2.41586,61.424,2.11975,67.0368,2.11975,67.7232,2.11975,66.842,1.89816,78.153,1.80326,84.7868,1.80326,84.5657,1.80326,84.8069,1.749,73.4586,1.749,73.2458,1.75987,79.8721,1.57851,52.6561,1.47712,55.1085,1.44466,54.8828,1.47712,55.107,1.41391,55.0872,1.02168,15.6671,0.698144,25.079
